case_id,fir_number,case_type,crime_category,crime_subcategory,ipc_section,registration_date,incident_date,incident_time,police_station_id,district,city,state,latitude,longitude,case_status,severity,investigating_officer_id,source,description
C001170,PUNE/FIR/2024/01170,FIR,Assault,Voluntarily causing hurt,IPC 323,2018-05-13,2018-05-08,09:47:00,PS_WAKAD,Pune,Pune,Maharashtra,18.596825,73.771109,Chargesheeted,High,IO0094,SYNTH_COURT_LINK,Synthetic voluntarily causing hurt case recorded for the Wakad area. Severity classification: High.
C001171,PUNE/FIR/2021/01171,Special Report,Robbery,Robbery with preparation for hurt,IPC 393,2020-06-10,2020-05-29,10:12:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.506525,73.871213,Chargesheeted,Critical,IO0223,SYNTH_FIELD_REPORT,Synthetic robbery with preparation for hurt case recorded for the Swargate area. Severity classification: Critical.
C001172,PUNE/FIR/2023/01172,FIR,Assault,Voluntarily causing hurt,IPC 323,2020-02-04,2020-01-26,19:52:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.498762,73.871669,Registered,Medium,IO0001,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Swargate area. Severity classification: Medium.
C001173,PUNE/FIR/2024/01173,Complaint,Threat,Criminal intimidation,IPC 506,2018-06-15,2018-06-14,16:55:00,PS_WAKAD,Pune,Pune,Maharashtra,18.589642,73.75523,Solved,Medium,IO0349,SYNTH_FIELD_REPORT,Synthetic criminal intimidation case recorded for the Wakad area. Severity classification: Medium.
C001174,PUNE/FIR/2019/01174,FIR,Theft,Theft of property,IPC 379,2024-06-30,2024-06-21,23:01:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.508332,73.872947,Registered,Medium,IO0111,SYNTH_LEGACY_DB,Synthetic theft of property case recorded for the Swargate area. Severity classification: Medium.
C001175,PUNE/FIR/2018/01175,FIR,Burglary,House-breaking / house-trespass,IPC 454,2018-08-22,2018-08-16,17:11:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.459002,73.875146,Chargesheeted,High,IO0134,SYNTH_FIR_DB,Synthetic house-breaking / house-trespass case recorded for the Katraj area. Severity classification: High.
C001176,PUNE/FIR/2020/01176,Special Report,Theft,Theft of property,IPC 379,2022-08-22,2022-08-15,07:42:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.533228,73.853806,Unsolved,Medium,IO0267,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Shivajinagar area. Severity classification: Medium.
C001177,PUNE/FIR/2024/01177,FIR,Assault,Voluntarily causing hurt,IPC 323,2022-02-25,2022-02-25,16:36:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.51261,73.926301,Closed,Medium,IO0086,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Hadapsar area. Severity classification: Medium.
C001178,PUNE/FIR/2022/01178,Complaint,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2024-01-31,2024-01-19,17:42:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.632678,73.804177,Pending,High,IO0234,SYNTH_LEGACY_DB,Synthetic cheating by personation / cyber fraud case recorded for the Chinchwad area. Severity classification: High.
C001179,PUNE/FIR/2019/01179,FIR,Fraud,Cheating,IPC 420,2023-07-24,2023-07-21,22:43:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.458227,73.892419,Closed,High,IO0141,SYNTH_CASE_DB,Synthetic cheating case recorded for the Kondhwa area. Severity classification: High.
C001180,PUNE/FIR/2021/01180,FIR,Assault,Voluntarily causing hurt,IPC 323,2019-02-09,2019-02-08,11:08:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.499848,73.819596,Pending,High,IO0093,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Kothrud area. Severity classification: High.
C001181,PUNE/FIR/2018/01181,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2020-10-13,2020-10-10,17:52:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.47006,73.85102,Pending,Critical,IO0134,SYNTH_CASE_DB,Synthetic cheating by personation / cyber fraud case recorded for the Dhankawadi area. Severity classification: Critical.
C001182,PUNE/FIR/2020/01182,FIR,Fraud,Cheating,IPC 420,2023-04-22,2023-04-11,20:14:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.570113,73.915111,Pending,High,IO0072,SYNTH_FIELD_REPORT,Synthetic cheating case recorded for the Viman Nagar area. Severity classification: High.
C001183,PUNE/FIR/2019/01183,FIR,Public Order,Unlawful assembly,IPC 141,2019-04-07,2019-04-04,17:17:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.498901,73.87462,Unsolved,High,IO0279,SYNTH_CASE_DB,Synthetic unlawful assembly case recorded for the Swargate area. Severity classification: High.
C001184,PUNE/FIR/2020/01184,FIR,Robbery,Robbery with preparation for hurt,IPC 393,2020-01-04,2020-01-04,19:31:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.534978,73.854213,Pending,Critical,IO0234,SYNTH_CASE_DB,Synthetic robbery with preparation for hurt case recorded for the Shivajinagar area. Severity classification: Critical.
C001185,PUNE/FIR/2020/01185,Special Report,Theft,Theft of property,IPC 379,2024-05-13,2024-05-12,10:53:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.495285,73.875238,Chargesheeted,Medium,IO0296,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Swargate area. Severity classification: Medium.
C001186,PUNE/FIR/2019/01186,FIR,Theft,Theft in dwelling house,IPC 380,2019-08-01,2019-07-25,05:29:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.526019,73.858595,Pending,High,IO0243,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Shivajinagar area. Severity classification: High.
C001187,PUNE/FIR/2022/01187,FIR,Theft,Theft of property,IPC 379,2021-02-24,2021-02-21,07:40:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.464569,73.85581,Solved,Medium,IO0086,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Katraj area. Severity classification: Medium.
C001188,PUNE/FIR/2022/01188,FIR,Theft,Theft of property,IPC 379,2022-08-12,2022-08-01,16:40:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.552781,73.866916,Chargesheeted,Medium,IO0192,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Yerawada area. Severity classification: Medium.
C001189,PUNE/FIR/2022/01189,FIR,Fraud,Cheating,IPC 420,2020-09-08,2020-09-07,15:18:00,PS_AUNDH,Pune,Pune,Maharashtra,18.549662,73.817198,Pending,High,IO0004,SYNTH_CASE_DB,Synthetic cheating case recorded for the Aundh area. Severity classification: High.
C001190,PUNE/FIR/2022/01190,FIR,Threat,Criminal intimidation,IPC 506,2018-04-28,2018-04-16,21:41:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.500552,73.936278,Under Investigation,Medium,IO0217,SYNTH_FIELD_REPORT,Synthetic criminal intimidation case recorded for the Hadapsar area. Severity classification: Medium.
C001191,PUNE/FIR/2019/01191,FIR,Fraud,Criminal breach of trust,IPC 406,2023-08-19,2023-08-17,13:22:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.475594,73.839405,Closed,Medium,IO0293,SYNTH_FIR_DB,Synthetic criminal breach of trust case recorded for the Dhankawadi area. Severity classification: Medium.
C001192,PUNE/FIR/2021/01192,Complaint,Theft,Theft in dwelling house,IPC 380,2020-10-12,2020-10-01,12:24:00,PS_BANER,Pune,Pune,Maharashtra,18.560374,73.784791,Chargesheeted,High,IO0290,SYNTH_COURT_LINK,Synthetic theft in dwelling house case recorded for the Baner area. Severity classification: High.
C001193,PUNE/FIR/2024/01193,Complaint,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2024-05-27,2024-05-14,09:18:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.503627,73.869465,Chargesheeted,High,IO0263,SYNTH_CASE_DB,Synthetic cheating by personation / cyber fraud case recorded for the Swargate area. Severity classification: High.
C001194,PUNE/FIR/2019/01194,Preliminary Inquiry,Robbery,Robbery,IPC 392,2022-02-12,2022-01-29,00:54:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.561215,73.87918,Chargesheeted,Critical,IO0215,SYNTH_LEGACY_DB,Synthetic robbery case recorded for the Vishrantwadi area. Severity classification: Critical.
C001195,PUNE/FIR/2019/01195,FIR,Theft,Theft in dwelling house,IPC 380,2023-03-10,2023-03-03,19:49:00,PS_WAKAD,Pune,Pune,Maharashtra,18.595594,73.751083,Registered,High,IO0307,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Wakad area. Severity classification: High.
C001196,PUNE/FIR/2018/01196,Complaint,Assault,Voluntarily causing hurt,IPC 323,2023-10-19,2023-10-11,19:58:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.623099,73.80402,Unsolved,High,IO0160,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Chinchwad area. Severity classification: High.
C001197,PUNE/FIR/2020/01197,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2022-04-12,2022-04-10,21:51:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.524593,73.844464,Closed,Critical,IO0218,SYNTH_CASE_DB,Synthetic cheating by personation / cyber fraud case recorded for the Shivajinagar area. Severity classification: Critical.
C001198,PUNE/FIR/2023/01198,FIR,Assault,Grievous hurt,IPC 325,2023-08-20,2023-08-10,19:48:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.574074,73.923575,Solved,High,IO0036,SYNTH_COURT_LINK,Synthetic grievous hurt case recorded for the Viman Nagar area. Severity classification: High.
C001199,PUNE/FIR/2024/01199,FIR,Theft,Theft of property,IPC 379,2023-03-12,2023-03-11,14:20:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.457762,73.898726,Registered,Medium,IO0186,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Kondhwa area. Severity classification: Medium.
C001200,PUNE/FIR/2019/01200,FIR,Forgery,Using forged document,IPC 471,2018-04-21,2018-04-16,21:45:00,PS_BANER,Pune,Pune,Maharashtra,18.569935,73.790505,Under Investigation,Critical,IO0004,SYNTH_COURT_LINK,Synthetic using forged document case recorded for the Baner area. Severity classification: Critical.
C001201,PUNE/FIR/2021/01201,Special Report,Assault,Grievous hurt,IPC 325,2020-01-07,2019-12-25,13:10:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.618608,73.794475,Registered,Critical,IO0025,SYNTH_CASE_DB,Synthetic grievous hurt case recorded for the Chinchwad area. Severity classification: Critical.
C001202,PUNE/FIR/2020/01202,FIR,Forgery,Forgery,IPC 465,2020-02-20,2020-02-12,18:02:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.555533,73.887574,Chargesheeted,Medium,IO0054,SYNTH_LEGACY_DB,Synthetic forgery case recorded for the Vishrantwadi area. Severity classification: Medium.
C001203,PUNE/FIR/2021/01203,FIR,Fraud,Criminal breach of trust,IPC 406,2024-02-17,2024-02-15,20:52:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.627487,73.802121,Under Investigation,Medium,IO0184,SYNTH_INTEL_DB,Synthetic criminal breach of trust case recorded for the Chinchwad area. Severity classification: Medium.
C001204,PUNE/FIR/2018/01204,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2020-06-08,2020-05-25,13:46:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.505491,73.85591,Unsolved,High,IO0178,SYNTH_LEGACY_DB,Synthetic cheating by personation / cyber fraud case recorded for the Swargate area. Severity classification: High.
C001205,PUNE/FIR/2023/01205,FIR,Robbery,Robbery,IPC 392,2018-12-19,2018-12-05,17:29:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.640652,73.791073,Pending,High,IO0248,SYNTH_FIELD_REPORT,Synthetic robbery case recorded for the Pimpri area. Severity classification: High.
C001206,PUNE/FIR/2018/01206,Special Report,Forgery,Forgery,IPC 465,2019-06-29,2019-06-18,02:02:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.466573,73.879884,Solved,High,IO0151,SYNTH_FIR_DB,Synthetic forgery case recorded for the Kondhwa area. Severity classification: High.
C001207,PUNE/FIR/2024/01207,FIR,Theft,Theft of property,IPC 379,2018-02-22,2018-02-16,10:29:00,PS_WAKAD,Pune,Pune,Maharashtra,18.595378,73.767839,Closed,Medium,IO0047,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Wakad area. Severity classification: Medium.
C001208,PUNE/FIR/2019/01208,FIR,Burglary,House-breaking / house-trespass,IPC 454,2022-06-10,2022-05-29,21:44:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.530451,73.839522,Solved,High,IO0332,SYNTH_FIELD_REPORT,Synthetic house-breaking / house-trespass case recorded for the Shivajinagar area. Severity classification: High.
C001209,PUNE/FIR/2018/01209,Special Report,Threat,Criminal intimidation,IPC 506,2023-07-18,2023-07-16,10:57:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.538999,73.844646,Under Investigation,Medium,IO0247,SYNTH_FIR_DB,Synthetic criminal intimidation case recorded for the Shivajinagar area. Severity classification: Medium.
C001210,PUNE/FIR/2020/01210,Complaint,Theft,Theft of property,IPC 379,2018-12-24,2018-12-23,18:26:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.539391,73.835591,Under Investigation,Medium,IO0013,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Shivajinagar area. Severity classification: Medium.
C001211,PUNE/FIR/2022/01211,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2022-05-11,2022-05-03,00:44:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.493154,73.854403,Pending,High,IO0159,SYNTH_CASE_DB,Synthetic cheating by personation / cyber fraud case recorded for the Swargate area. Severity classification: High.
C001212,PUNE/FIR/2018/01212,FIR,Robbery,Robbery with preparation for hurt,IPC 393,2023-10-30,2023-10-25,17:14:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.539202,73.845136,Solved,Critical,IO0139,SYNTH_FIR_DB,Synthetic robbery with preparation for hurt case recorded for the Shivajinagar area. Severity classification: Critical.
C001213,PUNE/FIR/2018/01213,FIR,Fraud,Criminal breach of trust,IPC 406,2020-12-28,2020-12-28,16:45:00,PS_WAKAD,Pune,Pune,Maharashtra,18.606699,73.762463,Chargesheeted,Medium,IO0182,SYNTH_FIR_DB,Synthetic criminal breach of trust case recorded for the Wakad area. Severity classification: Medium.
C001214,PUNE/FIR/2022/01214,FIR,Fraud,Cheating,IPC 420,2018-04-15,2018-04-01,19:31:00,PS_AUNDH,Pune,Pune,Maharashtra,18.568052,73.810206,Chargesheeted,High,IO0202,SYNTH_CASE_DB,Synthetic cheating case recorded for the Aundh area. Severity classification: High.
C001215,PUNE/FIR/2021/01215,Complaint,Theft,Theft in dwelling house,IPC 380,2023-07-17,2023-07-10,22:04:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.556234,73.887363,Closed,Critical,IO0035,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Vishrantwadi area. Severity classification: Critical.
C001216,PUNE/FIR/2023/01216,Complaint,Theft,Theft of property,IPC 379,2022-03-20,2022-03-11,06:01:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.621535,73.810328,Registered,High,IO0088,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Chinchwad area. Severity classification: High.
C001217,PUNE/FIR/2022/01217,FIR,Theft,Theft of property,IPC 379,2022-01-28,2022-01-22,17:34:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.629202,73.795246,Closed,High,IO0038,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Pimpri area. Severity classification: High.
C001218,PUNE/FIR/2022/01218,Other,Forgery,Using forged document,IPC 471,2023-09-13,2023-09-12,10:05:00,PS_WAKAD,Pune,Pune,Maharashtra,18.595207,73.774873,Solved,Critical,IO0094,SYNTH_LEGACY_DB,Synthetic using forged document case recorded for the Wakad area. Severity classification: Critical.
C001219,PUNE/FIR/2023/01219,FIR,Sexual Offence,Assault / criminal force to woman,IPC 354,2019-04-17,2019-04-14,15:55:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.452204,73.863676,Pending,High,IO0334,SYNTH_CASE_DB,Synthetic assault / criminal force to woman case recorded for the Katraj area. Severity classification: High.
C001220,PUNE/FIR/2023/01220,Complaint,Assault,Voluntarily causing hurt,IPC 323,2021-07-07,2021-06-26,07:51:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.545173,73.887182,Under Investigation,High,IO0230,SYNTH_FIELD_REPORT,Synthetic voluntarily causing hurt case recorded for the Yerawada area. Severity classification: High.
C001221,PUNE/FIR/2024/01221,FIR,Robbery,Robbery,IPC 392,2019-05-24,2019-05-12,08:48:00,PS_WAKAD,Pune,Pune,Maharashtra,18.604633,73.770048,Under Investigation,High,IO0309,SYNTH_CASE_DB,Synthetic robbery case recorded for the Wakad area. Severity classification: High.
C001222,PUNE/FIR/2018/01222,FIR,Robbery,Robbery,IPC 392,2019-04-21,2019-04-09,14:46:00,PS_WAKAD,Pune,Pune,Maharashtra,18.601917,73.756406,Closed,Critical,IO0111,SYNTH_FIELD_REPORT,Synthetic robbery case recorded for the Wakad area. Severity classification: Critical.
C001223,PUNE/FIR/2020/01223,FIR,Theft,Theft in dwelling house,IPC 380,2023-01-18,2023-01-16,07:04:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.498226,73.858609,Solved,High,IO0189,SYNTH_FIR_DB,Synthetic theft in dwelling house case recorded for the Swargate area. Severity classification: High.
C001224,PUNE/FIR/2022/01224,FIR,Robbery,Robbery,IPC 392,2021-07-07,2021-07-05,11:19:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.503382,73.79942,Chargesheeted,Critical,IO0015,SYNTH_CASE_DB,Synthetic robbery case recorded for the Kothrud area. Severity classification: Critical.
C001225,PUNE/FIR/2020/01225,FIR,Robbery,Robbery,IPC 392,2018-09-23,2018-09-19,08:29:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.508714,73.864739,Under Investigation,High,IO0278,SYNTH_COURT_LINK,Synthetic robbery case recorded for the Swargate area. Severity classification: High.
C001226,PUNE/FIR/2019/01226,Preliminary Inquiry,Property,Mischief causing damage,IPC 427,2018-05-18,2018-05-14,15:13:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.578645,73.910739,Pending,Medium,IO0218,SYNTH_CASE_DB,Synthetic mischief causing damage case recorded for the Viman Nagar area. Severity classification: Medium.
C001227,PUNE/FIR/2023/01227,FIR,Sexual Offence,Assault / criminal force to woman,IPC 354,2021-01-11,2021-01-01,08:40:00,PS_WAKAD,Pune,Pune,Maharashtra,18.599039,73.759771,Solved,High,IO0031,SYNTH_FIR_DB,Synthetic assault / criminal force to woman case recorded for the Wakad area. Severity classification: High.
C001228,PUNE/FIR/2019/01228,FIR,Theft,Theft of property,IPC 379,2023-01-20,2023-01-13,18:08:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.449858,73.861303,Closed,Medium,IO0016,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Katraj area. Severity classification: Medium.
C001229,PUNE/FIR/2021/01229,FIR,Forgery,Using forged document,IPC 471,2019-10-13,2019-10-10,23:03:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.5417,73.858071,Solved,High,IO0339,SYNTH_FIR_DB,Synthetic using forged document case recorded for the Shivajinagar area. Severity classification: High.
C001230,PUNE/FIR/2023/01230,FIR,Theft,Theft of property,IPC 379,2022-11-18,2022-11-15,21:01:00,PS_AUNDH,Pune,Pune,Maharashtra,18.552426,73.802858,Under Investigation,Medium,IO0315,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Aundh area. Severity classification: Medium.
C001231,PUNE/FIR/2021/01231,FIR,Forgery,Using forged document,IPC 471,2022-10-06,2022-09-26,11:09:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.633863,73.794579,Chargesheeted,High,IO0184,SYNTH_CASE_DB,Synthetic using forged document case recorded for the Pimpri area. Severity classification: High.
C001232,PUNE/FIR/2021/01232,FIR,Theft,Theft in dwelling house,IPC 380,2022-10-09,2022-09-30,17:02:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.639072,73.857243,Unsolved,Critical,IO0124,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Bhosari area. Severity classification: Critical.
C001233,PUNE/FIR/2020/01233,FIR,Theft,Theft of property,IPC 379,2018-08-06,2018-07-28,14:42:00,PS_AUNDH,Pune,Pune,Maharashtra,18.57061,73.802805,Pending,High,IO0120,SYNTH_FIELD_REPORT,Synthetic theft of property case recorded for the Aundh area. Severity classification: High.
C001234,PUNE/FIR/2022/01234,FIR,Property,Mischief causing damage,IPC 427,2023-09-26,2023-09-14,17:27:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.519957,73.858253,Under Investigation,Medium,IO0327,SYNTH_FIR_DB,Synthetic mischief causing damage case recorded for the Shivajinagar area. Severity classification: Medium.
C001235,PUNE/FIR/2024/01235,FIR,Threat,Criminal intimidation,IPC 506,2021-10-22,2021-10-14,10:40:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.516985,73.801834,Under Investigation,Medium,IO0106,SYNTH_LEGACY_DB,Synthetic criminal intimidation case recorded for the Kothrud area. Severity classification: Medium.
