vehicle_id,registration_number,vehicle_type,make,model,color,registration_date,registered_owner_id,current_owner_id,status,insurance_status,source
V002987,MH12BD8719,Motorcycle,Honda,Shine,White,2024-03-05,P006215,P006852,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V002988,MH12BD8856,Car,Toyota,Innova,Blue,2021-09-20,P004891,P004891,Active,Active,SYNTH_FIELD_DB
V002989,MH12BD8993,Scooter,Honda,Activa,Green,2021-08-09,P003258,P003258,Scrapped,Expired,SYNTH_INSURANCE_DB
V002990,MH12BD9030,Car,Toyota,Innova,Black,2022-04-07,P003539,P003539,Active,Active,SYNTH_VEHICLE_REGISTRY
V002991,MH12BD9167,Car,Maruti Suzuki,Baleno,Red,2012-10-14,P006581,P006581,Active,Active,SYNTH_VEHICLE_REGISTRY
V002992,MH12BD9204,Scooter,Honda,Activa,Silver,2014-11-20,P000820,P000820,Active,Active,SYNTH_RTO_DB
V002993,MH12BD9341,Car,Toyota,Innova,Black,2010-06-19,P003834,P003834,Active,Active,SYNTH_RTO_DB
V002994,MH12BD9478,Car,Tata,Nexon,Green,2010-06-23,P004010,P004010,Active,Active,SYNTH_FIELD_DB
V002995,MH12BD9515,Car,Hyundai,Creta,Black,2023-03-22,P006992,P003549,Transferred,Active,SYNTH_FIELD_DB
V002996,MH12BD9652,Scooter,TVS,Jupiter,Grey,2024-08-02,P002635,P002635,Inactive,Active,SYNTH_FIELD_DB
V002997,MH12BD9789,Car,Maruti Suzuki,Baleno,White,2015-06-01,P005424,P001571,Transferred,Not Available,SYNTH_VEHICLE_REGISTRY
V002998,MH12BD9826,Car,Maruti Suzuki,Swift,White,2018-06-15,P004458,P004458,Active,Active,SYNTH_RTO_DB
V002999,MH12BD9963,Motorcycle,Hero,Splendor Plus,Black,2024-09-17,P003179,P003179,Active,Active,SYNTH_RTO_DB
V003000,MH12BE0000,Scooter,TVS,Jupiter,Green,2018-11-20,P001280,P001280,Active,Active,SYNTH_RTO_DB
V003001,MH12BE0137,Scooter,TVS,Jupiter,Silver,2018-05-29,P000142,P000142,Active,Active,SYNTH_FIELD_DB
V003002,MH12BE0274,Motorcycle,Honda,Shine,Grey,2024-08-19,P002922,P002922,Inactive,Active,SYNTH_RTO_DB
V003003,MH12BE0311,Scooter,Suzuki,Access,Blue,2013-01-17,P004084,P004084,Inactive,Expired,SYNTH_RTO_DB
V003004,MH12BE0448,Commercial,Mahindra,Bolero Pickup,Brown,2022-09-26,P002610,P002610,Active,Active,SYNTH_VEHICLE_REGISTRY
V003005,MH12BE0585,Commercial,Tata,Ace,Brown,2010-01-09,P003263,P003263,Active,Active,SYNTH_VEHICLE_REGISTRY
V003006,MH12BE0622,Car,Hyundai,Creta,Silver,2019-06-14,P003686,P003686,Active,Active,SYNTH_INSURANCE_DB
V003007,MH12BE0759,Car,Maruti Suzuki,Baleno,Black,2023-04-23,P001730,P001730,Active,Active,SYNTH_FIELD_DB
V003008,MH12BE0896,Commercial,Mahindra,Bolero Pickup,White,2023-03-12,P001425,P001425,Active,Active,SYNTH_INSURANCE_DB
V003009,MH12BE0933,Motorcycle,Honda,Shine,Blue,2013-05-16,P002459,P004073,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V003010,MH12BE1070,Car,Tata,Nexon,Red,2012-12-09,P001228,P004681,Transferred,Expired,SYNTH_INSURANCE_DB
V003011,MH12BE1107,Motorcycle,Hero,Splendor Plus,White,2013-08-15,P005476,P006670,Transferred,Active,SYNTH_INSURANCE_DB
V003012,MH12BE1244,Motorcycle,Hero,Splendor Plus,White,2022-05-26,P001296,P004423,Transferred,Active,SYNTH_RTO_DB
V003013,MH12BE1381,Car,Hyundai,Creta,Silver,2014-04-22,P005197,P005197,Active,Active,SYNTH_INSURANCE_DB
V003014,MH12BE1418,Car,Mahindra,XUV300,Brown,2013-11-18,P002108,P002108,Inactive,Active,SYNTH_INSURANCE_DB
V003015,MH12BE1555,Scooter,TVS,Jupiter,Silver,2021-11-30,P002572,P002572,Active,Active,SYNTH_INSURANCE_DB
V003016,MH12BE1692,Scooter,Suzuki,Access,Black,2017-04-24,P002364,P002364,Active,Expired,SYNTH_INSURANCE_DB
V003017,MH12BE1729,Scooter,Suzuki,Access,Silver,2014-08-16,P003749,P003749,Active,Active,SYNTH_INSURANCE_DB
V003018,MH12BE1866,Motorcycle,Hero,Splendor Plus,Blue,2020-05-07,P006504,P006504,Active,Expired,SYNTH_FIELD_DB
V003019,MH12BE1903,Car,Hyundai,i20,Green,2018-06-05,P003798,P003798,Active,Active,SYNTH_VEHICLE_REGISTRY
V003020,MH12BE2040,Scooter,Honda,Activa,White,2022-11-25,P006807,P006807,Active,Expired,SYNTH_VEHICLE_REGISTRY
V003021,MH12BE2177,Scooter,Honda,Activa,Red,2024-07-10,P005143,P005143,Active,Active,SYNTH_INSURANCE_DB
V003022,MH12BE2214,Car,Maruti Suzuki,Baleno,Black,2026-04-15,P003587,P003587,Active,Active,SYNTH_FIELD_DB
V003023,MH12BE2351,Commercial,Tata,Ace,Grey,2011-09-30,P004388,P004388,Inactive,Active,SYNTH_FIELD_DB
V003024,MH12BE2488,Scooter,TVS,Jupiter,White,2017-05-23,P002604,P002604,Active,Active,SYNTH_FIELD_DB
V003025,MH12BE2525,Scooter,TVS,Jupiter,Green,2021-03-02,P000225,P000225,Active,Active,SYNTH_FIELD_DB
V003026,MH12BE2662,Car,Hyundai,Creta,Blue,2021-07-25,P000576,P000576,Active,Active,SYNTH_VEHICLE_REGISTRY
V003027,MH12BE2799,Car,Maruti Suzuki,Baleno,Grey,2011-03-01,P005936,P005936,Active,Active,SYNTH_INSURANCE_DB
V003028,MH12BE2836,Car,Hyundai,i20,Black,2025-10-14,P006779,P006779,Active,Active,SYNTH_VEHICLE_REGISTRY
V003029,MH12BE2973,Motorcycle,Bajaj,Pulsar,White,2023-06-20,P000721,P000721,Active,Active,SYNTH_VEHICLE_REGISTRY
V003030,MH12BE3010,Motorcycle,Bajaj,Pulsar,Red,2018-10-31,P003902,P003902,Active,Active,SYNTH_VEHICLE_REGISTRY
V003031,MH12BE3147,Motorcycle,Honda,Shine,Black,2015-07-10,P005956,P005956,Active,Active,SYNTH_INSURANCE_DB
V003032,MH12BE3284,Scooter,Honda,Activa,Blue,2020-08-29,P001909,P001909,Active,Active,SYNTH_FIELD_DB
V003033,MH12BE3321,Car,Hyundai,Creta,Grey,2013-12-08,P005302,P005302,Active,Expired,SYNTH_VEHICLE_REGISTRY
V003034,MH12BE3458,Car,Mahindra,XUV300,Grey,2022-08-22,P004600,P006914,Transferred,Expired,SYNTH_FIELD_DB
V003035,MH12BE3595,Car,Hyundai,Creta,Grey,2020-01-29,P005701,P005701,Active,Active,SYNTH_INSURANCE_DB
V003036,MH12BE3632,Scooter,Honda,Activa,Blue,2018-11-10,P002868,P002868,Active,Active,SYNTH_VEHICLE_REGISTRY
V003037,MH12BE3769,Commercial,Mahindra,Bolero Pickup,Grey,2023-05-30,P002258,P002258,Active,Active,SYNTH_INSURANCE_DB
V003038,MH12BE3806,Car,Toyota,Innova,Blue,2022-03-18,P006031,P002621,Transferred,Active,SYNTH_INSURANCE_DB
V003039,MH12BE3943,Car,Maruti Suzuki,Swift,Silver,2026-04-22,P001487,P001487,Active,Active,SYNTH_FIELD_DB
V003040,MH12BE4080,Car,Maruti Suzuki,Swift,White,2015-02-22,P004198,P004198,Active,Expired,SYNTH_RTO_DB
V003041,MH12BE4117,Car,Maruti Suzuki,Baleno,Brown,2024-03-29,P006108,P000461,Transferred,Active,SYNTH_RTO_DB
V003042,MH12BE4254,Commercial,Mahindra,Bolero Pickup,Brown,2016-06-15,P002702,P002702,Active,Active,SYNTH_INSURANCE_DB
V003043,MH12BE4391,Car,Mahindra,XUV300,Blue,2021-01-30,P002758,P002758,Inactive,Not Available,SYNTH_VEHICLE_REGISTRY
V003044,MH12BE4428,Car,Hyundai,i20,Grey,2024-12-16,P005112,P005112,Inactive,Not Available,SYNTH_FIELD_DB
V003045,MH12BE4565,Car,Maruti Suzuki,Swift,Grey,2020-08-24,P005161,P000456,Transferred,Active,SYNTH_RTO_DB
V003046,MH12BE4602,Scooter,TVS,Jupiter,Red,2023-07-05,P001424,P001424,Inactive,Active,SYNTH_INSURANCE_DB
V003047,MH12BE4739,Scooter,Honda,Activa,Green,2011-03-09,P005840,P005840,Active,Active,SYNTH_INSURANCE_DB
V003048,MH12BE4876,Car,Hyundai,Creta,Brown,2016-08-15,P004274,P004274,Active,Active,SYNTH_INSURANCE_DB
V003049,MH12BE4913,Car,Toyota,Innova,Silver,2026-06-18,P004768,P004768,Active,Active,SYNTH_INSURANCE_DB
V003050,MH12BE5050,Commercial,Tata,Ace,Red,2013-09-24,P000457,P000457,Inactive,Expired,SYNTH_RTO_DB
V003051,MH12BE5187,Car,Hyundai,Creta,Brown,2019-04-30,P005791,P005791,Active,Active,SYNTH_VEHICLE_REGISTRY
V003052,MH12BE5224,Scooter,TVS,Jupiter,Red,2011-05-22,P005737,P005737,Active,Not Available,SYNTH_INSURANCE_DB
V003053,MH12BE5361,Car,Tata,Nexon,Brown,2022-12-28,P004799,P004799,Active,Active,SYNTH_RTO_DB
V003054,MH12BE5498,Auto,Bajaj,RE,Silver,2013-09-28,P002396,P002396,Active,Active,SYNTH_RTO_DB
V003055,MH12BE5535,Car,Mahindra,XUV300,Black,2015-09-22,P004035,P004035,Active,Active,SYNTH_FIELD_DB
V003056,MH12BE5672,Commercial,Tata,Ace,Green,2025-08-25,P002365,P002365,Active,Active,SYNTH_RTO_DB
V003057,MH12BE5709,Car,Maruti Suzuki,Baleno,Grey,2019-04-28,P003178,P003178,Active,Active,SYNTH_RTO_DB
V003058,MH12BE5846,Car,Tata,Nexon,Blue,2015-07-25,P001380,P001380,Active,Expired,SYNTH_RTO_DB
V003059,MH12BE5983,Scooter,Suzuki,Access,White,2025-01-09,P002306,P003290,Transferred,Active,SYNTH_RTO_DB
V003060,MH12BE6020,Scooter,Honda,Activa,Red,2013-06-06,P002046,P002046,Active,Active,SYNTH_FIELD_DB
V003061,MH12BE6157,Scooter,Suzuki,Access,Green,2020-06-06,P005241,P005925,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V003062,MH12BE6294,Car,Hyundai,Creta,Grey,2012-11-20,P003304,P003304,Active,Active,SYNTH_VEHICLE_REGISTRY
V003063,MH12BE6331,Car,Toyota,Innova,Silver,2010-03-30,P002677,P002677,Active,Expired,SYNTH_RTO_DB
V003064,MH12BE6468,Auto,Bajaj,RE,Brown,2024-12-06,P004741,P004741,Active,Active,SYNTH_INSURANCE_DB
V003065,MH12BE6505,Motorcycle,Bajaj,Pulsar,Blue,2015-03-29,P004129,P004129,Active,Active,SYNTH_RTO_DB
V003066,MH12BE6642,Motorcycle,Honda,Shine,Grey,2026-04-21,P005587,P005587,Active,Expired,SYNTH_RTO_DB
V003067,MH12BE6779,Car,Maruti Suzuki,Baleno,Blue,2010-05-06,P001518,P004946,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V003068,MH12BE6816,Commercial,Mahindra,Bolero Pickup,Brown,2025-06-06,P001553,P001553,Active,Expired,SYNTH_FIELD_DB
V003069,MH12BE6953,Car,Mahindra,XUV300,Brown,2019-08-05,P005886,P005886,Active,Active,SYNTH_INSURANCE_DB
V003070,MH12BE7090,Car,Hyundai,Creta,Grey,2012-10-30,P002722,P002722,Active,Active,SYNTH_FIELD_DB
V003071,MH12BE7127,Motorcycle,Bajaj,Pulsar,Silver,2012-05-27,P004004,P003041,Transferred,Active,SYNTH_FIELD_DB
V003072,MH12BE7264,Motorcycle,Hero,Splendor Plus,White,2012-01-09,P005456,P005456,Inactive,Active,SYNTH_FIELD_DB
V003073,MH12BE7301,Car,Mahindra,XUV300,White,2020-04-27,P006189,P006189,Active,Active,SYNTH_VEHICLE_REGISTRY
V003074,MH12BE7438,Car,Toyota,Innova,Brown,2021-09-15,P002367,P006081,Transferred,Active,SYNTH_FIELD_DB
V003075,MH12BE7575,Car,Hyundai,Creta,Brown,2017-01-23,P002320,P002320,Active,Expired,SYNTH_RTO_DB
V003076,MH12BE7612,Scooter,TVS,Jupiter,Grey,2016-12-20,P001647,P001647,Active,Active,SYNTH_FIELD_DB
V003077,MH12BE7749,Car,Hyundai,Creta,White,2020-04-26,P001537,P001537,Active,Active,SYNTH_VEHICLE_REGISTRY
V003078,MH12BE7886,Motorcycle,Hero,Splendor Plus,Green,2025-07-08,P003055,P000880,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V003079,MH12BE7923,Scooter,Honda,Activa,Red,2025-12-28,P006712,P006712,Active,Active,SYNTH_VEHICLE_REGISTRY
V003080,MH12BE8060,Car,Hyundai,Creta,Grey,2010-09-12,P000492,P000492,Active,Expired,SYNTH_VEHICLE_REGISTRY
V003081,MH12BE8197,Commercial,Mahindra,Bolero Pickup,Grey,2014-07-10,P004486,P004486,Active,Active,SYNTH_FIELD_DB
V003082,MH12BE8234,Car,Tata,Nexon,Green,2010-08-14,P004674,P000443,Transferred,Active,SYNTH_INSURANCE_DB
V003083,MH12BE8371,Motorcycle,Bajaj,Pulsar,Silver,2022-08-24,P003039,P006018,Transferred,Active,SYNTH_INSURANCE_DB
V003084,MH12BE8408,Car,Tata,Nexon,Green,2022-12-16,P006492,P006492,Active,Active,SYNTH_RTO_DB
V003085,MH12BE8545,Commercial,Tata,Ace,Brown,2015-04-22,P002842,P002842,Active,Expired,SYNTH_VEHICLE_REGISTRY
V003086,MH12BE8682,Scooter,Honda,Activa,Brown,2020-12-06,P005943,P005943,Inactive,Active,SYNTH_RTO_DB
V003087,MH12BE8719,Commercial,Mahindra,Bolero Pickup,Blue,2017-11-19,P001880,P002724,Transferred,Expired,SYNTH_RTO_DB
V003088,MH12BE8856,Car,Hyundai,Creta,Silver,2018-02-01,P001755,P003099,Transferred,Active,SYNTH_FIELD_DB
V003089,MH12BE8993,Commercial,Tata,Ace,Black,2011-02-08,P002630,P002630,Active,Active,SYNTH_VEHICLE_REGISTRY
V003090,MH12BE9030,Car,Hyundai,i20,Silver,2018-04-13,P002599,P002599,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V003091,MH12BE9167,Commercial,Mahindra,Bolero Pickup,Red,2025-04-15,P006660,P005486,Transferred,Active,SYNTH_INSURANCE_DB
V003092,MH12BE9204,Scooter,Suzuki,Access,Black,2019-04-20,P005870,P005870,Active,Expired,SYNTH_INSURANCE_DB
V003093,MH12BE9341,Car,Toyota,Innova,Blue,2019-02-02,P002516,P002516,Active,Active,SYNTH_INSURANCE_DB
V003094,MH12BE9478,Car,Mahindra,XUV300,Grey,2022-09-22,P001332,P001332,Active,Expired,SYNTH_RTO_DB
V003095,MH12BE9515,Scooter,TVS,Jupiter,Silver,2015-05-03,P002866,P002866,Active,Expired,SYNTH_FIELD_DB
V003096,MH12BE9652,Car,Toyota,Innova,Red,2010-01-22,P000607,P001583,Transferred,Active,SYNTH_RTO_DB
V003097,MH12BE9789,Car,Maruti Suzuki,Swift,White,2020-07-02,P003277,P000943,Transferred,Expired,SYNTH_INSURANCE_DB
V003098,MH12BE9826,Motorcycle,Hero,Splendor Plus,Blue,2014-10-10,P004993,P004993,Active,Expired,SYNTH_RTO_DB
V003099,MH12BE9963,Car,Maruti Suzuki,Baleno,Brown,2022-01-31,P001382,P004384,Transferred,Active,SYNTH_RTO_DB
V003100,MH12BF0000,Auto,Bajaj,RE,Grey,2020-02-28,P003051,P005485,Transferred,Active,SYNTH_FIELD_DB
V003101,MH12BF0137,Commercial,Mahindra,Bolero Pickup,Green,2012-10-07,P000767,P000767,Active,Active,SYNTH_VEHICLE_REGISTRY
V003102,MH12BF0274,Car,Maruti Suzuki,Swift,White,2026-05-31,P001326,P001326,Active,Active,SYNTH_FIELD_DB
V003103,MH12BF0311,Car,Toyota,Innova,Brown,2025-01-29,P002465,P006163,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V003104,MH12BF0448,Car,Maruti Suzuki,Baleno,Brown,2021-06-25,P005793,P005793,Inactive,Expired,SYNTH_INSURANCE_DB
V003105,MH12BF0585,Car,Maruti Suzuki,Swift,Black,2010-10-03,P003022,P003022,Active,Expired,SYNTH_RTO_DB
V003106,MH12BF0622,Car,Hyundai,i20,Red,2016-09-13,P004697,P003730,Transferred,Active,SYNTH_RTO_DB
V003107,MH12BF0759,Car,Hyundai,Creta,Silver,2019-11-09,P002209,P002209,Stolen,Expired,SYNTH_VEHICLE_REGISTRY
V003108,MH12BF0896,Car,Mahindra,XUV300,Grey,2025-06-18,P006643,P005429,Transferred,Active,SYNTH_FIELD_DB
V003109,MH12BF0933,Commercial,Tata,Ace,White,2017-08-23,P004075,P004399,Transferred,Not Available,SYNTH_FIELD_DB
V003110,MH12BF1070,Car,Tata,Nexon,Brown,2012-12-22,P004005,P004005,Scrapped,Active,SYNTH_INSURANCE_DB
V003111,MH12BF1107,Car,Tata,Nexon,Silver,2010-05-15,P003551,P003551,Active,Expired,SYNTH_INSURANCE_DB
V003112,MH12BF1244,Car,Toyota,Innova,Grey,2012-06-27,P001615,P006430,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V003113,MH12BF1381,Auto,Bajaj,RE,Silver,2019-04-07,P000920,P006993,Transferred,Active,SYNTH_FIELD_DB
V003114,MH12BF1418,Car,Tata,Nexon,Black,2011-05-23,P003311,P003311,Active,Active,SYNTH_INSURANCE_DB
V003115,MH12BF1555,Car,Hyundai,Creta,Grey,2013-06-28,P000770,P005461,Transferred,Active,SYNTH_INSURANCE_DB
V003116,MH12BF1692,Motorcycle,Hero,Splendor Plus,Red,2010-05-29,P006467,P006467,Active,Active,SYNTH_VEHICLE_REGISTRY
V003117,MH12BF1729,Car,Maruti Suzuki,Swift,Grey,2014-03-05,P005151,P001499,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V003118,MH12BF1866,Car,Tata,Nexon,Silver,2021-04-30,P005139,P005139,Active,Active,SYNTH_VEHICLE_REGISTRY
V003119,MH12BF1903,Motorcycle,Hero,Splendor Plus,Green,2014-11-20,P002078,P006760,Transferred,Expired,SYNTH_VEHICLE_REGISTRY
V003120,MH12BF2040,Car,Maruti Suzuki,Baleno,Silver,2013-04-16,P005295,P005295,Active,Active,SYNTH_FIELD_DB
V003121,MH12BF2177,Car,Maruti Suzuki,Baleno,Brown,2019-12-12,P003398,P003398,Active,Active,SYNTH_RTO_DB
V003122,MH12BF2214,Scooter,TVS,Jupiter,Silver,2023-09-12,P000047,P000047,Active,Expired,SYNTH_FIELD_DB
V003123,MH12BF2351,Commercial,Tata,Ace,Grey,2019-01-06,P000238,P000238,Active,Active,SYNTH_INSURANCE_DB
V003124,MH12BF2488,Motorcycle,Honda,Shine,Green,2013-03-01,P001751,P001751,Scrapped,Active,SYNTH_RTO_DB
V003125,MH12BF2525,Car,Hyundai,i20,Brown,2019-10-08,P006589,P006589,Active,Active,SYNTH_FIELD_DB
V003126,MH12BF2662,Scooter,Suzuki,Access,Black,2026-06-05,P001256,P001256,Active,Active,SYNTH_FIELD_DB
V003127,MH12BF2799,Scooter,Honda,Activa,Grey,2022-04-18,P002592,P003068,Transferred,Expired,SYNTH_FIELD_DB
V003128,MH12BF2836,Scooter,TVS,Jupiter,Silver,2013-03-28,P004300,P000343,Transferred,Active,SYNTH_INSURANCE_DB
V003129,MH12BF2973,Scooter,Honda,Activa,Blue,2020-11-27,P006734,P006734,Active,Active,SYNTH_FIELD_DB
V003130,MH12BF3010,Auto,Bajaj,RE,Red,2023-05-22,P006162,P006162,Active,Active,SYNTH_FIELD_DB
V003131,MH12BF3147,Car,Hyundai,i20,Green,2024-05-17,P002748,P002748,Active,Active,SYNTH_FIELD_DB
V003132,MH12BF3284,Car,Tata,Nexon,Brown,2020-04-09,P001892,P001892,Scrapped,Active,SYNTH_RTO_DB
V003133,MH12BF3321,Auto,Bajaj,RE,White,2022-05-01,P003698,P003698,Inactive,Not Available,SYNTH_FIELD_DB
V003134,MH12BF3458,Motorcycle,Bajaj,Pulsar,Blue,2021-11-13,P006091,P006431,Transferred,Expired,SYNTH_VEHICLE_REGISTRY
V003135,MH12BF3595,Scooter,TVS,Jupiter,Blue,2016-07-13,P002215,P003523,Transferred,Active,SYNTH_INSURANCE_DB
V003136,MH12BF3632,Car,Maruti Suzuki,Baleno,Brown,2018-01-25,P005053,P005053,Active,Active,SYNTH_INSURANCE_DB
V003137,MH12BF3769,Scooter,TVS,Jupiter,Red,2017-09-08,P003887,P003887,Active,Active,SYNTH_VEHICLE_REGISTRY
V003138,MH12BF3806,Commercial,Tata,Ace,White,2011-12-14,P004182,P004182,Active,Active,SYNTH_RTO_DB
V003139,MH12BF3943,Car,Maruti Suzuki,Baleno,Silver,2013-02-16,P004554,P004554,Active,Expired,SYNTH_VEHICLE_REGISTRY
V003140,MH12BF4080,Motorcycle,Bajaj,Pulsar,Green,2025-01-09,P001479,P001479,Active,Active,SYNTH_FIELD_DB
V003141,MH12BF4117,Motorcycle,Hero,Splendor Plus,Brown,2014-02-08,P002150,P001679,Transferred,Expired,SYNTH_VEHICLE_REGISTRY
V003142,MH12BF4254,Motorcycle,Honda,Shine,Green,2013-07-07,P003300,P003300,Active,Active,SYNTH_VEHICLE_REGISTRY
V003143,MH12BF4391,Car,Toyota,Innova,Brown,2013-08-06,P004942,P002042,Transferred,Active,SYNTH_INSURANCE_DB
V003144,MH12BF4428,Car,Toyota,Innova,Grey,2017-03-18,P004440,P004440,Active,Active,SYNTH_RTO_DB
V003145,MH12BF4565,Scooter,Honda,Activa,Grey,2016-11-21,P005586,P005586,Active,Active,SYNTH_VEHICLE_REGISTRY
V003146,MH12BF4602,Car,Mahindra,XUV300,Brown,2019-07-22,P002849,P002849,Inactive,Active,SYNTH_FIELD_DB
V003147,MH12BF4739,Motorcycle,Honda,Shine,Red,2010-10-26,P004278,P004278,Active,Active,SYNTH_RTO_DB
V003148,MH12BF4876,Motorcycle,Hero,Splendor Plus,White,2024-10-17,P001845,P001845,Active,Active,SYNTH_INSURANCE_DB
V003149,MH12BF4913,Scooter,Honda,Activa,Silver,2014-04-14,P002472,P002962,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V003150,MH12BF5050,Motorcycle,Hero,Splendor Plus,Blue,2016-03-21,P004292,P004292,Active,Active,SYNTH_INSURANCE_DB
V003151,MH12BF5187,Car,Mahindra,XUV300,Red,2019-12-25,P002808,P006073,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V003152,MH12BF5224,Commercial,Mahindra,Bolero Pickup,Green,2025-06-11,P002325,P002431,Transferred,Active,SYNTH_RTO_DB
V003153,MH12BF5361,Scooter,Honda,Activa,Red,2026-05-29,P006769,P006769,Active,Not Available,SYNTH_VEHICLE_REGISTRY
V003154,MH12BF5498,Motorcycle,Hero,Splendor Plus,Brown,2017-01-21,P003555,P002413,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V003155,MH12BF5535,Scooter,TVS,Jupiter,Black,2024-06-01,P001989,P001989,Active,Active,SYNTH_RTO_DB
V003156,MH12BF5672,Car,Maruti Suzuki,Swift,White,2015-07-21,P001342,P000988,Transferred,Active,SYNTH_VEHICLE_REGISTRY
V003157,MH12BF5709,Car,Toyota,Innova,Grey,2020-02-20,P004104,P004104,Active,Active,SYNTH_RTO_DB
V003158,MH12BF5846,Car,Hyundai,i20,Grey,2020-04-12,P003758,P003758,Active,Active,SYNTH_FIELD_DB
V003159,MH12BF5983,Car,Mahindra,XUV300,Grey,2026-03-12,P003193,P003193,Scrapped,Active,SYNTH_VEHICLE_REGISTRY
V003160,MH12BF6020,Car,Tata,Nexon,Red,2025-03-07,P003985,P003985,Inactive,Active,SYNTH_VEHICLE_REGISTRY
V003161,MH12BF6157,Car,Toyota,Innova,White,2017-03-30,P000814,P000814,Active,Active,SYNTH_RTO_DB
V003162,MH12BF6294,Scooter,TVS,Jupiter,Red,2014-02-10,P006206,P006206,Active,Active,SYNTH_FIELD_DB
V003163,MH12BF6331,Commercial,Tata,Ace,Blue,2015-02-18,P006924,P006924,Active,Active,SYNTH_FIELD_DB
V003164,MH12BF6468,Motorcycle,Bajaj,Pulsar,Black,2020-02-04,P004739,P004739,Active,Active,SYNTH_RTO_DB
V003165,MH12BF6505,Car,Hyundai,i20,Green,2025-10-19,P001939,P001614,Transferred,Active,SYNTH_FIELD_DB
V003166,MH12BF6642,Car,Hyundai,i20,Silver,2016-02-24,P005508,P005508,Scrapped,Active,SYNTH_RTO_DB
V003167,MH12BF6779,Car,Mahindra,XUV300,White,2023-03-04,P002886,P002886,Scrapped,Expired,SYNTH_FIELD_DB
V003168,MH12BF6816,Car,Toyota,Innova,Black,2019-04-22,P005874,P005874,Active,Expired,SYNTH_VEHICLE_REGISTRY
V003169,MH12BF6953,Car,Hyundai,i20,White,2017-12-27,P006399,P006399,Active,Active,SYNTH_RTO_DB
V003170,MH12BF7090,Scooter,TVS,Jupiter,Red,2010-10-25,P001392,P001392,Inactive,Active,SYNTH_FIELD_DB
V003171,MH12BF7127,Scooter,TVS,Jupiter,Brown,2012-06-10,P001288,P005720,Transferred,Active,SYNTH_INSURANCE_DB
V003172,MH12BF7264,Motorcycle,Hero,Splendor Plus,Black,2013-04-17,P004793,P004425,Transferred,Expired,SYNTH_RTO_DB
V003173,MH12BF7301,Car,Hyundai,i20,White,2020-11-11,P004370,P004370,Active,Active,SYNTH_RTO_DB
V003174,MH12BF7438,Auto,Bajaj,RE,Green,2010-09-24,P000225,P000225,Scrapped,Active,SYNTH_RTO_DB
V003175,MH12BF7575,Car,Tata,Nexon,Brown,2017-05-24,P003111,P004377,Transferred,Expired,SYNTH_RTO_DB
V003176,MH12BF7612,Car,Hyundai,i20,White,2011-09-09,P002504,P002504,Active,Active,SYNTH_RTO_DB
V003177,MH12BF7749,Commercial,Mahindra,Bolero Pickup,Brown,2013-06-12,P002190,P002190,Active,Active,SYNTH_INSURANCE_DB
V003178,MH12BF7886,Commercial,Tata,Ace,Green,2023-12-20,P005321,P005321,Active,Active,SYNTH_RTO_DB
V003179,MH12BF7923,Car,Mahindra,XUV300,Silver,2010-04-24,P006504,P003509,Transferred,Not Available,SYNTH_RTO_DB
V003180,MH12BF8060,Commercial,Tata,Ace,Black,2022-07-26,P003969,P003969,Active,Active,SYNTH_RTO_DB
V003181,MH12BF8197,Car,Tata,Nexon,Brown,2022-09-11,P003969,P005279,Transferred,Active,SYNTH_FIELD_DB
V003182,MH12BF8234,Commercial,Mahindra,Bolero Pickup,White,2019-05-29,P006495,P006495,Inactive,Active,SYNTH_INSURANCE_DB
V003183,MH12BF8371,Commercial,Mahindra,Bolero Pickup,Red,2024-10-08,P002787,P006054,Transferred,Active,SYNTH_FIELD_DB
V003184,MH12BF8408,Auto,Bajaj,RE,Grey,2018-11-25,P005851,P005851,Active,Active,SYNTH_VEHICLE_REGISTRY
V003185,MH12BF8545,Scooter,Honda,Activa,Blue,2011-09-04,P003167,P003167,Active,Expired,SYNTH_FIELD_DB
V003186,MH12BF8682,Motorcycle,Hero,Splendor Plus,Blue,2011-11-08,P005052,P005052,Active,Active,SYNTH_VEHICLE_REGISTRY
V003187,MH12BF8719,Scooter,TVS,Jupiter,Grey,2024-07-16,P000752,P000752,Inactive,Active,SYNTH_FIELD_DB
V003188,MH12BF8856,Car,Maruti Suzuki,Swift,Red,2014-12-06,P005607,P005607,Active,Active,SYNTH_VEHICLE_REGISTRY
V003189,MH12BF8993,Car,Maruti Suzuki,Swift,White,2012-11-26,P005616,P005616,Active,Active,SYNTH_RTO_DB
V003190,MH12BF9030,Scooter,Honda,Activa,White,2020-11-26,P001399,P001399,Active,Active,SYNTH_RTO_DB
